news,news_category,views,poster,time,date,news_link
Bella Schmurda Gives Scholarship To Boy Who Mimed His Song,Celebrities," / , / ,  / , (21611 Views) ",StagethemTVee,7:51pm,Oct 24,https://www.nairaland.com/6818563/bella-schmurda-gives-scholarship-boy
Olamilekan Adeola: Ogun Indigenes Reject Installation Of Senator As Aremo Oba,Politics," / , / ,  / , (19091 Views) ",TundeBricklayer,5:18am,Oct 25,https://www.nairaland.com/6818904/olamilekan-adeola-ogun-indigenes-reject
Renewable Energy Investments In Nigeria Get $70 Million Boost,Politics," / , / ,  / , (5618 Views) ",postbox,9:31am,Oct 25,https://www.nairaland.com/6819186/renewable-energy-investments-nigeria-get
I'm Getting Married But I'm Not Happy,Family," / , / ,  / , (51663 Views) ",Warrior14,9:20pm,Oct 24,https://www.nairaland.com/6818650/im-getting-married-im-not
My New Girlfriend Went Back To Her Abusive Ex Boyfriend,Romance," / , / ,  / , (39894 Views) ",22o62021,7:48am,Oct 25,https://www.nairaland.com/6819016/new-girlfriend-went-back-abusive
Orumba Group In Enugu Endorses Maduka (Photos),Politics," / , / ,  / , (8607 Views) ",AlexReports,10:12am,Oct 25,https://www.nairaland.com/6819265/orumba-group-enugu-endorses-maduka
My project supervisor wants to take credit for my research work,Education," / , / ,  / , (22855 Views) ",hilltop007,4:44pm,Oct 24,https://www.nairaland.com/6818343/project-supervisor-wants-take-credit
"Anambra Airport Is Ready, Waiting For NCAA Approval For Commercial Flights",Travel," / , / ,  / , (46586 Views) ",Anambra1stSon,9:02am,Oct 25,https://www.nairaland.com/6819130/anambra-airport-ready-waiting-ncaa
"Mr. Macaroni Confronts Policemen For Extorting Man Via ₦30,000 Transfer (Video)",Celebrities," / , / ,  / , (36593 Views) ",Awhysticks,6:53pm,Oct 24,https://www.nairaland.com/6818500/mr-macaroni-confronts-policemen-extorting
The First Ever Flyover In North-East Region Completed In Adamawa.,Politics," / , / ,  / , (35826 Views) ",EmekaA125,11:09am,Oct 25,https://www.nairaland.com/6819387/first-ever-flyover-north-east-region
Tiwa Savage Sprays Dollars At Davido's Son's Birthday (Video),Celebrities," / , / ,  / , (37449 Views) ",FvckAllMods,6:05pm,Oct 24,https://www.nairaland.com/6818437/tiwa-savage-sprays-dollars-davidos
"Onaolapo Ademola, Ighoho Aide: DSS, Soldiers Brought 3 Herbalists, Killed 5 Cats",Politics," / , / ,  / , (31610 Views) ",santakris,6:49pm,Oct 24,https://www.nairaland.com/6818496/onaolapo-ademola-ighoho-aide-dss
Armed Robber Died In Action In Ibadan,Crime," / , / ,  / , (69175 Views) ",dheilaw1,6:50pm,Oct 24,https://www.nairaland.com/6818497/armed-robber-died-action-ibadan
33 States May Not Pay Salaries As ₦172bn Deduction Grounds Revenue Disbursement,Politics," / , / ,  / , (19596 Views) ",dre11,11:31am,Oct 25,https://www.nairaland.com/6819439/33-states-may-not-pay
"Gunmen Attack Unwana Ebonyi Police Station, Inspector Killed, One Shot (Graphic)",Crime," / , / ,  / , (34093 Views) ",ebukajay184,6:07pm,Oct 24,https://www.nairaland.com/6818442/gunmen-attack-unwana-ebonyi-police
Pastor Becky Enenche Builds 10-bedroom Apartment For Homeless Girls In Abuja,Religion," / , / ,  / , (30899 Views) ",owukpa,7:38am,Oct 25,https://www.nairaland.com/6819008/pastor-becky-enenche-builds-10-bedroom
BBNaija Season 6 Finalists On The Cover Of ThisDay Style Magazine (Photos),Celebrities," / , / ,  / , (29380 Views) ",benjackugo,8:26pm,Oct 24,https://www.nairaland.com/6818597/bbnaija-season-6-finalists-cover
I'm 23 Years Old While My Girlfriend Is 29 Years (Can We Get Married),Family," / , / ,  / , (35226 Views) ",darkstar6971,1:07am,Oct 25,https://www.nairaland.com/6818829/im-23-years-old-while
BBNaija's Maria: No Man Is Bankrolling Me. I’ve Worked From Age Of 16 (Video),Celebrities," / , / ,  / , (31728 Views) ",jaybenugo,8:04am,Oct 25,https://www.nairaland.com/6819038/bbnaijas-maria-no-man-bankrolling
"Flavour, Gordon To Headline African Music Concert In New York",Music/Radio," / , / ,  / , (13273 Views) ",fancyhandsome,1:40pm,Oct 25,https://www.nairaland.com/6819685/flavour-gordon-headline-african-music
Foreign Affairs,Politics," / , / , / ,  / , (26087 Views) ",lalasticlala,3:41pm,Oct 25,https://www.nairaland.com/foreign-affairs
#OleOutNow Trending After Manchester Utd Performance Against Liverpool,Sports," / , / ,  / , (18504 Views) ",teekitiara,7:38pm,Oct 24,https://www.nairaland.com/6818549/oleoutnow-trending-after-manchester-utd
Cristiano Ronaldo: Arsene Wenger Reveals Major Problem With Manchester Utd Star,Sports," / , / ,  / , (49355 Views) ",MangekyoAlt,10:11am,Oct 25,https://www.nairaland.com/6819259/cristiano-ronaldo-arsene-wenger-reveals
Mosaic Floors From 1500-Yr-Old Lost Church Of The Apostles Found In Israel (Pics,Religion," / , / ,  / , (49049 Views) ",Macsjebs,5:47pm,Oct 24,https://www.nairaland.com/6818422/mosaic-floors-1500-yr-old-lost-church
"AFCON: Acho, Timi Dakolo, Salatiel, Others For Sing For Africa",Sports," / , / ,  / , (5539 Views) ",aminulive,5:11pm,Oct 24,https://www.nairaland.com/6818377/afcon-acho-timi-dakolo-salatiel
Manchester United Fan Burns His Jersey,Sports," / , / ,  / , (28787 Views) ",dailybuzzng,11:22pm,Oct 24,https://www.nairaland.com/6818773/manchester-united-fan-burns-jersey
Zidora Travels Job Interview Tomorrow At Ajah Is Suspicious. Please Don't Attend,Jobs/Vacancies," / , / ,  / , (29239 Views) ",SoccerPredictor,9:29pm,Oct 24,https://www.nairaland.com/6818664/zidora-travels-job-interview-tomorrow
Did Man Utd Make A Huge Mistake Signing Ronaldo?,Sports," / , / ,  / , (27043 Views) ",Dazall,9:43pm,Oct 24,https://www.nairaland.com/6818679/did-man-utd-make-huge
Whitemoney Pictured With Ngozi Nwosu,Celebrities," / , / ,  / , (43084 Views) ",EBMedia,10:25am,Oct 24,https://www.nairaland.com/6817921/whitemoney-pictured-ngozi-nwosu
Lagos Airport Scandal: Sanwo-Olu Suspends Staff Collecting COVID-19 Test Fee,Politics," / , / ,  / , (25651 Views) ",hisexcellency34,1:23pm,Oct 24,https://www.nairaland.com/6818119/lagos-airport-scandal-sanwo-olu-suspends
"Buhari, Ministers, Wale Tinubu, Dangote, Others To Depart For Saudi Arabia",Politics," / , / ,  / , (13103 Views) ",RealLordZeus,8:11pm,Oct 24,https://www.nairaland.com/6818581/buhari-ministers-wale-tinubu-dangote
Otoniel: Colombia Captures Most Wanted Drug Lord With 22 Helicopters,Crime," / , / ,  / , (73847 Views) ",Sunnybay7,10:31am,Oct 24,https://www.nairaland.com/6817930/otoniel-colombia-captures-most-wanted
Queen Atang Shows Her Banging Body (Photos),Celebrities," / , / ,  / , (44660 Views) ",EBMedia,7:35am,Oct 24,https://www.nairaland.com/6817756/queen-atang-shows-banging-body
Man Cries Uncontrollably After His Girlfriend Dumped Him (Video),Romance," / , / ,  / , (47603 Views) ",kimcastropiihnh,2:44pm,Oct 22,https://www.nairaland.com/6815557/man-cries-uncontrollably-after-girlfriend
"Maria Chike Flaunts Bundles Of Hard Currency In Dubai, UAE (Photos)",Celebrities," / , / ,  / , (61553 Views) ",EBMedia,11:28am,Oct 24,https://www.nairaland.com/6818000/maria-chike-flaunts-bundles-hard
Gov. Buni Visits Bola Tinubu In Lagos,Politics," / , / ,  / , (26987 Views) ",NgeneUkwenu,3:19pm,Oct 24,https://www.nairaland.com/6818249/gov-buni-visits-bola-tinubu
2023: Primate Ayodele Sends Warning To Uzor Kalu On Igbo Presidency,Politics," / , / ,  / , (21765 Views) ",SATANICALLY,3:40pm,Oct 24,https://www.nairaland.com/6818267/2023-primate-ayodele-sends-warning
"European Football (EPL, UEFA, La Liga)",Sports," / , / , / ,  / , (20416 Views) ",Polynek,5:05pm,Oct 24,https://www.nairaland.com/eurosoccer
Gunmen Kill 3 Police Officers In Ebonyi,Politics," / , / ,  / , (20681 Views) ",Doraty1,2:47pm,Oct 24,https://www.nairaland.com/6818223/gunmen-kill-3-police-officers
The Virgin With Gonorrhea,Health," / , / ,  / , (33703 Views) ",09085607453king,3:05pm,Oct 24,https://www.nairaland.com/6818238/virgin-gonorrhea
"Father Mbaka: Maduka, The Kind Of Governor Needed To Rescue Anambra This Time",Politics," / , / ,  / , (24958 Views) ",AlexReports,7:00pm,Oct 24,https://www.nairaland.com/6818509/father-mbaka-maduka-kind-governor
"European Football (EPL, UEFA, La Liga)",Sports," / , / , / ,  / , (75572 Views) ",prinsam30,5:37pm,Oct 24,https://www.nairaland.com/eurosoccer
Fulani Boys Caught Stealing Goats In Kwara State (Pics),Crime," / , / ,  / , (31788 Views) ",Odewaleadesoye,5:30pm,Oct 24,https://www.nairaland.com/6818398/fulani-boys-caught-stealing-goats
"Body Count Means Nothing. Her Body, Her Choice Respect It.",Romance," / , / ,  / , (50706 Views) ",sirjamesjnr,1:39pm,Oct 24,https://www.nairaland.com/6818137/body-count-means-nothing-body
"Edo Judiciary Denies Stopping Orbih,10 Others From Attending National Convention",Politics," / , / ,  / , (4956 Views) ",Kwanza,6:30pm,Oct 24,https://www.nairaland.com/6818476/edo-judiciary-denies-stopping-orbih10
Phone Snatchers Stab 30-Year-Old Tailor To Death In Kano (Photos),Crime," / , / ,  / , (27615 Views) ",ebukajay184,5:33pm,Oct 24,https://www.nairaland.com/6818400/phone-snatchers-stab-30-year-old-tailor
Sit-At-Home: You Won’t Enslave Ndigbo For One Week – Ohanaeze Tells IPOB,Politics," / , / ,  / , (26517 Views) ",valentineuwakwe,5:34pm,Oct 24,https://www.nairaland.com/6818405/sit-at-home-wont-enslave-ndigbo-one
"European Football (EPL, UEFA, La Liga)",Sports," / , / , / ,  / , (26742 Views) ",MANNABBQGRILLS,6:31pm,Oct 24,https://www.nairaland.com/eurosoccer
'We Planned Our Wedding On Facebook Without Meeting Till Introduction Day',Romance," / , / ,  / , (61090 Views) ",Idamond,1:49pm,Oct 23,https://www.nairaland.com/6816984/planned-wedding-facebook-without-meeting
Two Armed Robbers Disguising As Security Agents Arrested In Katsina,Crime," / , / ,  / , (29657 Views) ",NewsPerson,3:53pm,Oct 23,https://www.nairaland.com/6817137/two-armed-robbers-disguising-security
Alexreports Welcomes Another Baby Boy,Celebrities," / , / ,  / , (20368 Views) ",dailybuzzng,7:17pm,Oct 23,https://www.nairaland.com/6817345/alexreports-welcomes-another-baby-boy
Ewerechukwu Favour Graduates With 5.0 CGPA From Covenant University,Education," / , / ,  / , (44551 Views) ",barojana,6:10am,Oct 23,https://www.nairaland.com/6816378/ewerechukwu-favour-graduates-5.0-cgpa
Prospective Corper Survives Ghastly Accident In Kano On His Way To NYSC Camp,Travel," / , / ,  / , (34692 Views) ",BadNews,4:06pm,Oct 23,https://www.nairaland.com/6817153/prospective-corper-survives-ghastly-accident
Train Services Resume On Kaduna-Abuja Route With Low Passenger Turnout,Travel," / , / ,  / , (13736 Views) ",lalasticlala,8:27pm,Oct 23,https://www.nairaland.com/6817395/train-services-resume-kaduna-abuja-route
"Meet Dahuru Abdulhamid Idris, Blind Kano School Teacher (Video, Photos)",Education," / , / ,  / , (16774 Views) ",mmb,5:01pm,Oct 23,https://www.nairaland.com/6817211/meet-dahuru-abdulhamid-idris-blind
This Lady Who Can't Remember Her Name In Lagos,Family," / , / ,  / , (67742 Views) ",NaijaCover,7:18pm,Oct 23,https://www.nairaland.com/6817349/lady-cant-remember-name-lagos
Scissors Removed From Stomach Of Sierra Leonean Lady After 7 Years,Health," / , / ,  / , (55752 Views) ",UltimatePals,2:50pm,Oct 23,https://www.nairaland.com/6817053/scissors-removed-stomach-sierra-leonean
"Prison Attack: Bandits Acting A Script, Protect South-west, Gani Adams Warns IGP",Politics," / , / ,  / , (25782 Views) ",dre11,8:01pm,Oct 23,https://www.nairaland.com/6817381/prison-attack-bandits-acting-script
NYSC Should Be Held Responsible For Kidnap Of Corpers In Zamfara - Shehu Sani,NYSC," / , / ,  / , (22203 Views) ",BadNews,6:20pm,Oct 23,https://www.nairaland.com/6817276/nysc-should-held-responsible-kidnap
"Woli Arole's Comedy partner, Asiri gets married as his comedian friends Tease",Celebrities," / , / ,  / , (46979 Views) ",muchroom,7:12pm,Oct 23,https://www.nairaland.com/6817337/woli-aroles-comedy-partner-asiri
Buhari Is 16th In The List Of 500 Powerful Muslims In The World (Photos),Politics," / , / ,  / , (53876 Views) ",NwekeUG,7:49pm,Oct 23,https://www.nairaland.com/6817372/buhari-16th-list-500-powerful
Gulder Ultimate Search Season 12: Contendants Search For Akolo’s Secret,TV/Movies," / , / ,  / , (31207 Views) ",chatinent,9:18pm,Oct 23,https://www.nairaland.com/6817445/gulder-ultimate-search-season-12
Ghana VS Nigeria (Women's Nations Cup Qualifier) Today At 5pm,Sports," / , / ,  / , (5227 Views) ",naptu2,4:17am,Oct 24,https://www.nairaland.com/6817654/ghana-vs-nigeria-womens-nations
Anambra Guber: IPOB Declares Sit-At-Home On Election Day,Politics," / , / ,  / , (24785 Views) ",NwaNimo1,5:52pm,Oct 23,https://www.nairaland.com/6817259/anambra-guber-ipob-declares-sit-at-home
Anambra Guber: INEC Expresses Fear Over IPOB Week-Long Sit-At-Home Order,Politics," / , / ,  / , (18299 Views) ",NwaNimo1,6:32pm,Oct 23,https://www.nairaland.com/6817291/anambra-guber-inec-expresses-fear
President Buhari To Unveil eNaira On Monday 25 October 2021 (Photo),Politics," / , / ,  / , (31665 Views) ",NwekeUG,9:05pm,Oct 23,https://www.nairaland.com/6817437/president-buhari-unveil-enaira-monday
COVID-19 Update For October 23 2021 In Nigeria,Health," / , / ,  / , (2098 Views) ",Dyt,12:07am,Oct 24,https://www.nairaland.com/6817566/covid-19-update-october-23-2021
EndSARS: Adedotun Clement Sues Lagos Government For N500 Million,Politics," / , / ,  / , (30777 Views) ",aminulive,7:40pm,Oct 22,https://www.nairaland.com/6815956/endsars-adedotun-clement-sues-lagos
"Buhari's Government Incompetent, Failed To Curb Corruption - The Economist",Politics," / , / ,  / , (11649 Views) ",BeeBeeOoh,5:47pm,Oct 23,https://www.nairaland.com/6817254/buharis-government-incompetent-failed-curb
Nigerian Fighter Jets Bombard ISWAP Terrorists Converging For Meeting In 11 Boat,Politics," / , / ,  / , (39899 Views) ",dre11,6:09pm,Oct 22,https://www.nairaland.com/6815851/nigerian-fighter-jets-bombard-iswap
Woman On Attacked Kaduna-Abuja Train Returns To Same Seat (See Photo),Travel," / , / ,  / , (47185 Views) ",lalasticlala,9:14pm,Oct 23,https://www.nairaland.com/6817442/woman-attacked-kaduna-abuja-train-returns
"Voice For Change: Zack Orji, Mr. Ibu, Chiege Alisigwe Visit Femi Adesina (Photo)",Politics," / , / ,  / , (56813 Views) ",envoymedia,6:31pm,Oct 22,https://www.nairaland.com/6815874/voice-change-zack-orji-mr
Alligator Was  Killed In My Neighborhood Today,Food," / , / ,  / , (41756 Views) ",Phillz83,6:24pm,Oct 21,https://www.nairaland.com/6814170/alligator-killed-neighborhood-today
Yul Edochie Reacts To Tiwa Savage Sex Tape,Celebrities," / , / ,  / , (63346 Views) ",Happened,7:33pm,Oct 22,https://www.nairaland.com/6815948/yul-edochie-reacts-tiwa-savage
Patrice Evra: I Was Sexually Abused By A Gay Man,Sports," / , / ,  / , (32375 Views) ",robosky02,7:43pm,Oct 22,https://www.nairaland.com/6815961/patrice-evra-sexually-abused-gay
"European Football (EPL, UEFA, La Liga)",Sports," / , / , / ,  / , (21308 Views) ",Omooba77,9:34pm,Oct 22,https://www.nairaland.com/eurosoccer
Suspected Fulani Herdsmen Hack Woman To Death On Her Farm In Enugu (Photos),Crime," / , / ,  / , (43457 Views) ",NaijaCover,7:08pm,Oct 22,https://www.nairaland.com/6815922/suspected-fulani-herdsmen-hack-woman
"Blackmailer, Charlotte Delhi Granted N5M Bail By Court (Pictures)",Crime," / , / ,  / , (79099 Views) ",onthehill,7:56pm,Oct 22,https://www.nairaland.com/6815968/blackmailer-charlotte-delhi-granted-n5m
COVID-19 Update For October 22 2021 In Nigeria ,Health," / , / ,  / , (3727 Views) ",Dyt,12:27am,Oct 23,https://www.nairaland.com/6816216/covid-19-update-october-22-2021
Locally Assembled Gunboats by the Nigerian Navy!,Politics," / , / ,  / , (29606 Views) ",presidency,6:33pm,Oct 22,https://www.nairaland.com/6815876/locally-assembled-gunboats-nigerian-navy
Abuja Train Attack: Amaechi Promises Improved Security As Train Services Resumes,Travel," / , / ,  / , (11503 Views) ",McRobs,8:14pm,Oct 22,https://www.nairaland.com/6815983/abuja-train-attack-amaechi-promises
Tiwa Savage Loses 4 Endorsement Deals Over Leaked Tape,Celebrities," / , / ,  / , (58642 Views) ",SleekGist,4:30pm,Oct 22,https://www.nairaland.com/6815706/tiwa-savage-loses-4-endorsement
"Edo Court Stops Orbih, 10 Others From Attending PDP Convention",Politics," / , / ,  / , (7887 Views) ",Kwanza,9:39pm,Oct 22,https://www.nairaland.com/6816072/edo-court-stops-orbih-10
US Asks Nigeria To Restrict Super Tucano To North,Politics," / , / ,  / , (38130 Views) ",vicdom,5:46am,Oct 23,https://www.nairaland.com/6816358/us-asks-nigeria-restrict-super
Igbo Leaders In Fresh Moves To Free Kanu,Politics," / , / ,  / , (17982 Views) ",onumadu,4:16am,Oct 23,https://www.nairaland.com/6816314/igbo-leaders-fresh-moves-free
INEC Releases More Information About The BVAS Device For Voters’ Accreditation,Politics," / , / ,  / , (11632 Views) ",BluntCrazeMan,12:25am,Oct 23,https://www.nairaland.com/6816215/inec-releases-more-information-bvas
Obi Cubana & Cubana Chief Priest Reacts As Lady Tattoos Their Names On Her Back,Celebrities," / , / ,  / , (55783 Views) ",Hackportal,7:33pm,Oct 22,https://www.nairaland.com/6815949/obi-cubana-cubana-chief-priest
We’re Unaware Of Otedola’s Share Acquisitions – FBN Holdings,Business," / , / ,  / , (21528 Views) ",adenigga,7:08am,Oct 23,https://www.nairaland.com/6816433/unaware-otedolas-share-acquisitions-fbn
"Meadow Walker Weds Louis Thornton-Allan, Walked Down The Aisle By Vin Diesel",Celebrities," / , / ,  / , (63060 Views) ",Explorers,7:17am,Oct 23,https://www.nairaland.com/6816441/meadow-walker-weds-louis-thornton-allan
"Gunmen Attack Abolongo Correctional Facility In Oyo, Set Prisoners Free",Politics," / , / ,  / , (24035 Views) ",Doraty1,7:46am,Oct 23,https://www.nairaland.com/6816485/gunmen-attack-abolongo-correctional-facility
President Buhari Receives Leaders Of Ogoniland At State House Abuja (Photos),Politics," / , / ,  / , (22521 Views) ",onthehill,6:49pm,Oct 22,https://www.nairaland.com/6815895/president-buhari-receives-leaders-ogoniland
"Nnamdi Kanu Hijacked EndSARS Protests, Killed Security Agents - FG",Politics," / , / ,  / , (20330 Views) ",stephanie11,2:37pm,Oct 22,https://www.nairaland.com/6815547/nnamdi-kanu-hijacked-endsars-protests
"Kanu, Igboho: Our Sons Are Not Terrorist - Ohaneze, Afenifere Says",Politics," / , / ,  / , (15250 Views) ",BeeBeeOoh,6:11am,Oct 23,https://www.nairaland.com/6816380/kanu-igboho-sons-not-terrorist
"Kemi Olunloyo On Tiwa Savage Sextape: Any Fan, Friend, Ex Supporting You Is Fake",Celebrities," / , / ,  / , (37863 Views) ",NewsPerson,5:22pm,Oct 22,https://www.nairaland.com/6815777/kemi-olunloyo-tiwa-savage-sextape
Nigerian Woman Gives Birth To Quadruplets After 11 Years Of Marriage (Photos),Family," / , / ,  / , (28632 Views) ",envoymedia,5:12pm,Oct 22,https://www.nairaland.com/6815763/nigerian-woman-gives-birth-quadruplets
"Salah's Left Foot Is Better, Ronaldo In The Air – Klopp & Ole Compare Superstars",Sports," / , / ,  / , (22741 Views) ",obembet,6:40pm,Oct 22,https://www.nairaland.com/6815886/salahs-left-foot-better-ronaldo
Foreign Affairs,Politics," / , / , / ,  / , (44362 Views) ",Gospelpreacher1,7:28pm,Oct 21,https://www.nairaland.com/foreign-affairs
Hilda Dokubo Celebrates Her 53rd Birthday (Photos),Celebrities," / , / ,  / , (32473 Views) ",jaybenugo,7:30am,Oct 22,https://www.nairaland.com/6814759/hilda-dokubo-celebrates-53rd-birthday
Burna Boy Shaves Beard - Looks Younger - Pictures + Video,Celebrities," / , / ,  / , (64373 Views) ",Happened,7:59pm,Oct 21,https://www.nairaland.com/6814289/burna-boy-shaves-beard-looks
"Governor Inuwa Yahaya Borrowed, Looted N55.3 Billion In Two Years - Gazette",Politics," / , / ,  / , (9573 Views) ",lalasticlala,10:56am,Oct 22,https://www.nairaland.com/6815093/governor-inuwa-yahaya-borrowed-looted
"Sit-At-Home: Trailer, Shop Set Ablaze In Enugu (Photos)",Politics," / , / ,  / , (28915 Views) ",NaijaCover,6:19am,Oct 22,https://www.nairaland.com/6814677/sit-at-home-trailer-shop-set-ablaze
Islam for Muslims,Religion," / , / , / ,  / , (11547 Views) ",Lukgaf,7:23am,Oct 15,https://www.nairaland.com/islam
Video Of Nnamdi Kanu Leaving The Court After His Case Was Adjourned,Politics," / , / ,  / , (34033 Views) ",LatestgistTv,6:10pm,Oct 21,https://www.nairaland.com/6814155/video-nnamdi-kanu-leaving-court
Foreign Affairs,Politics," / , / , / ,  / , (15984 Views) ",References,7:22pm,Oct 21,https://www.nairaland.com/foreign-affairs
Foreign Affairs,Politics," / , / , / ,  / , (18289 Views) ",brosom,12:22pm,Oct 22,https://www.nairaland.com/foreign-affairs
COVID-19 Update For October 21 2021 In Nigeria,Health," / , / ,  / , (2489 Views) ",Dyt,5:17am,Oct 22,https://www.nairaland.com/6814641/covid-19-update-october-21-2021
Islam for Muslims,Religion," / , / , / ,  / , (4065 Views) ",Lukgaf,8:32am,Oct 22,https://www.nairaland.com/islam
Speed Darlington Condemns Ipob's Sit-at-home Order In The Southeast (Video),Celebrities," / , / ,  / , (14815 Views) ",NaijaCover,6:27am,Oct 22,https://www.nairaland.com/6814685/speed-darlington-condemns-ipobs-sit-at-home
Foreign Affairs,Politics," / , / , / ,  / , (40218 Views) ",HolinessForever,8:26pm,Oct 21,https://www.nairaland.com/foreign-affairs
"Landlord Kills Tenant's 3-Month-Old Baby During Fight In Bayelsa (Pix, Video)",Crime," / , / ,  / , (24631 Views) ",jaybenugo,6:14am,Oct 22,https://www.nairaland.com/6814673/landlord-kills-tenants-3-month-old-baby
How A Highly Intelligent Lady Lost A Job Opportunity.,Jobs/Vacancies," / , / ,  / , (25113 Views) ",adubam,3:55pm,Oct 21,https://www.nairaland.com/6813918/how-highly-intelligent-lady-lost
How Genuine Is This Job Invitation,Career," / , / ,  / , (7255 Views) ",hollingsk,11:44pm,Oct 21,https://www.nairaland.com/6814508/how-genuine-job-invitation
"Femi Otedola Becomes First Banks's Largest Shareholder, To Takeover",Investment," / , / ,  / , (46296 Views) ",aspabay,10:19am,Oct 22,https://www.nairaland.com/6815019/femi-otedola-becomes-first-bankss
FRSC Unveils Body Cameras For Patrol Operations,Politics," / , / ,  / , (20030 Views) ",Doraty1,4:58pm,Oct 21,https://www.nairaland.com/6814057/frsc-unveils-body-cameras-patrol
Youths In Neked Imo Contribute Money To Rehabilitate Road Commissioned By Buhari,Politics," / , / ,  / , (17907 Views) ",dre11,8:44am,Oct 22,https://www.nairaland.com/6814860/youths-neked-imo-contribute-money
Train Bomb Attack: How Nigerian Security Agencies Ignored Intel,Politics," / , / ,  / , (27068 Views) ",DoggoneDogg,4:04pm,Oct 21,https://www.nairaland.com/6813944/train-bomb-attack-how-nigerian
EndSARS: Lagos Judicial Panel Report Will Be Made Public - Sanwo-Olu,Politics," / , / ,  / , (4176 Views) ",Lanrelagboi,4:59pm,Oct 21,https://www.nairaland.com/6814060/endsars-lagos-judicial-panel-report
Big Python Killed In My Neighborhood,Food," / , / ,  / , (36697 Views) ",SirIconR,6:52am,Oct 21,https://www.nairaland.com/6812835/big-python-killed-neighborhood
Ogun Group Petitions IGP On Release Of Vehicles Seized From Amosun's Supporters,Politics," / , / ,  / , (7900 Views) ",AnonPoet,5:01pm,Oct 21,https://www.nairaland.com/6814064/ogun-group-petitions-igp-release
Soldiers Kill 3 Suspected IPOB Members In Arochukwu (Video),Crime," / , / ,  / , (27351 Views) ",Metrix147,5:35pm,Oct 21,https://www.nairaland.com/6814114/soldiers-kill-3-suspected-ipob
Pastor David Ibiyeomie Celebrates His 59th Birthday,Religion," / , / ,  / , (16928 Views) ",Idamond,7:08am,Oct 21,https://www.nairaland.com/6812865/pastor-david-ibiyeomie-celebrates-59th
Between IPOB And The Igbo Nation,Politics," / , / ,  / , (8361 Views) ",afroniger,7:53am,Oct 22,https://www.nairaland.com/6814792/ipob-igbo-nation
EndSARS: Many Victims Already Received Compensation – Lai Mohammed,Politics," / , / ,  / , (9500 Views) ",Racoon,5:28pm,Oct 21,https://www.nairaland.com/6814105/endsars-many-victims-already-received
Kanayo O. Kanayo's Son Graduates From College (Photos),Celebrities," / , / ,  / , (41535 Views) ",TMSMedia,9:20am,Oct 21,https://www.nairaland.com/6813091/kanayo-o-kanayos-son-graduates
"30 Abducted Students Of Federal Government College, Birnin Yauri Regain Freedom",Politics," / , / ,  / , (5674 Views) ",fergie001,6:08pm,Oct 21,https://www.nairaland.com/6814152/30-abducted-students-federal-government
"Battle At Synagogue, Trustee Alleges Threat To Live, TB Joshua's Daughter Reacts",Religion," / , / ,  / , (51687 Views) ",TheDemola,8:56am,Oct 21,https://www.nairaland.com/6813041/battle-synagogue-trustee-alleges-threat
"LASG Dissolves ASPAMDA Caretaker Committee, Constitutes Another Committee.",Politics," / , / ,  / , (7367 Views) ",naptu2,6:08pm,Oct 21,https://www.nairaland.com/6814151/lasg-dissolves-aspamda-caretaker-committee
CBN: Enaira Will Make Government Be Able To Send Payments To Citizens Directly,Politics," / , / ,  / , (11952 Views) ",NwaNimo1,10:21pm,Oct 20,https://www.nairaland.com/6812484/cbn-enaira-make-government-able
Joy Onuh Ogochukwu Raped & Killed In Benue State (Photos),Crime," / , / ,  / , (40433 Views) ",NaijaCoverBlog,9:28am,Oct 21,https://www.nairaland.com/6813113/joy-onuh-ogochukwu-raped-killed
"President Buhari & Wife, Aisha Share A Close Moment Together At The State House",Politics," / , / ,  / , (41325 Views) ",EBMedia,10:13pm,Oct 20,https://www.nairaland.com/6812474/president-buhari-wife-aisha-share
Ronaldo: We are Man United and we never give up!,Sports," / , / ,  / , (19851 Views) ",obembet,10:33pm,Oct 20,https://www.nairaland.com/6812505/ronaldo-man-united-never-give
Sit-At-Home: Panic Buying In IMO State Over IPOB's Order,Politics," / , / ,  / , (18110 Views) ",DefHQ,1:44am,Oct 21,https://www.nairaland.com/6812658/sit-at-home-panic-buying-imo-state
Osinbajo To Nigerian Youths: You Can’t Make Changes Without Joining Politics,Politics," / , / ,  / , (9438 Views) ",valentineuwakwe,10:59pm,Oct 20,https://www.nairaland.com/6812530/osinbajo-nigerian-youths-cant-make
Muhammadu Inuwa Yahaya Gets Surprise Birthday Treat At SEC Meeting,Politics," / , / ,  / , (10877 Views) ",vigopress,11:06pm,Oct 20,https://www.nairaland.com/6812541/muhammadu-inuwa-yahaya-gets-surprise
"How Kidnappers, Zealots & Rebels Are Making Nigeria Ungovernable - Economist UK",Politics," / , / ,  / , (14334 Views) ",Newsi,11:55pm,Oct 20,https://www.nairaland.com/6812591/how-kidnappers-zealots-rebels-making
"FG Budgets ₦2,178 For Each Citizen’s Healthcare In 2022",Politics," / , / ,  / , (13380 Views) ",WeAREallPERV,2:16am,Oct 21,https://www.nairaland.com/6812679/fg-budgets-2178-each-citizens
"Bandits Kidnap 90 Passengers In Edo, Intercept GUO Luxurious Bus",Crime," / , / ,  / , (48769 Views) ",lalasticlala,7:50am,Oct 21,https://www.nairaland.com/6812926/bandits-kidnap-90-passengers-edo
